Date,Time,    Street_Address ,    City_State ,,
8/4/2014,    05:32     ,    36 HOLMES OVAL              ,    NEW PROVIDENCE NJ        ,,
8/4/2014,    08:00     ,    10 DEERHILL DRIVE           ,    HOHOKUS NJ               ,,
8/4/2014,    14:40     ,    40 W 57TH ST                ,     M                       ,,
8/4/2014,    21:45     ,                                ,     LAG                     ,,
8/4/2014,    23:13     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    07:40     ,    566 W 190TH ST              ,     M                       ,,
8/4/2014,    10:26     ,    119 MORTON ST               ,     M                       ,,
8/4/2014,    12:15     ,    423 E 23RD ST               ,     M                       ,,
8/4/2014,    00:25     ,    767 FIFTH AV                ,     M                       ,,
8/4/2014,    04:33     ,     E 53RD ST                  ,     M                       ,,
8/4/2014,    20:45     ,    492 1st AVE                 ,     M                       ,,
8/4/2014,    22:18     ,    767 THIRD AV                ,     M                       ,,
8/4/2014,    08:30     ,    1330 FIRST AV               ,     M                       ,,
8/4/2014,    14:45     ,    15 W 65TH ST                ,     M                       ,,
8/4/2014,    16:32     ,    19 ROCKWELL PL              ,     BK                      ,,
8/4/2014,    18:00     ,    21 E 22ND ST                ,     M                       ,,
8/4/2014,    10:10     ,    150 E 52ND ST               ,     M                       ,,
8/4/2014,    15:45     ,    136 MADISON AVE             ,    NEW YORK M               ,,
8/4/2014,    20:45     ,    35 W 20TH ST                ,     M                       ,,
8/4/2014,    10:15     ,    501 E 87TH ST               ,     M                       ,,
8/4/2014,    14:30     ,    239 E 84TH ST               ,     M                       ,,
8/4/2014,    20:55     ,    279 E 44TH ST               ,     M                       ,,
8/4/2014,    05:40     ,    200 NORTH END AV            ,     M                       ,,
8/4/2014,    06:40     ,    875 WEST END AV             ,     M                       ,,
8/4/2014,    07:40     ,    211 CENTRAL PARK W          ,     M                       ,,
8/4/2014,    09:10     ,    1 W 72ND ST                 ,     M                       ,,
8/4/2014,    10:26     ,    1090 AMSTERDAM AV           ,     M                       ,,
8/4/2014,    20:40     ,    622 THIRD AV                ,     M                       ,,
8/4/2014,    21:28     ,    622 THIRD AV                ,     M                       ,,
8/4/2014,    23:41     ,    375 GREENWICH ST            ,     M                       ,,
8/4/2014,    13:59     ,    410 COMMERCE BLVD           ,    CARLSTADT NJ             ,,
8/4/2014,    16:25     ,    488 MADISON AV              ,     M                       ,,
8/4/2014,    20:07     ,    622 3rd AV                  ,     M                       ,,
8/4/2014,    15:12     ,    44 NOTTINGHAM RD            ,    NEW HYDE PARK LI         ,,
8/4/2014,    18:48     ,    399 PARK AV                 ,     M                       ,,
8/4/2014,    20:05     ,    650 MADISON AVE             ,     M                       ,,
8/4/2014,    21:40     ,    44 E 161ST ST               ,     BX                      ,,
8/4/2014,    09:45     ,    535 E 70TH ST               ,     M                       ,,
8/4/2014,    10:40     ,    600 GATES AV                ,     BK                      ,,
8/4/2014,    11:30     ,    597 E 95TH ST               ,     BK                      ,,
8/4/2014,    14:31     ,    4401 FRANCIS LEWIS BL       ,     QU                      ,,
8/4/2014,    15:40     ,    2444 26TH ST                ,     QU                      ,,
8/4/2014,    19:50     ,    730 FIFTH AV                ,     M                       ,,
8/4/2014,    04:30     ,    695 KINGSBRIDGE LANE        ,    RIDGEWOOD NJ             ,,
8/4/2014,    07:09     ,    3 SILICONE DRIVE            ,    WOODLAND PARK NJ         ,,
8/4/2014,    15:30     ,    375 PARK AV                 ,     M                       ,,
8/4/2014,    18:12     ,                                ,     TTB                     ,,
8/4/2014,    09:30     ,    301 68TH ST                 ,     BK                      ,,
8/4/2014,    14:44     ,                                ,     JFK                     ,,
8/4/2014,    17:40     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    20:26     ,    20 GREENE ST                ,    NEW YORK M               ,,
8/4/2014,    09:30     ,    2698 BAILEY AV              ,     BX                      ,,
8/4/2014,    10:51     ,    315 RIVERSIDE DR            ,     M                       ,,
8/4/2014,    11:39     ,    17 E 102ND ST               ,     M                       ,,
8/4/2014,    13:10     ,    3135 PARK AV                ,     BX                      ,,
8/4/2014,    17:20     ,    1195 NORTH AVE              ,    NEW ROCHELLE WE          ,,
8/4/2014,    00:24     ,     PENN STATION               ,     M                       ,,
8/4/2014,    03:53     ,    622 GREENWICH ST            ,     M                       ,,
8/4/2014,    05:10     ,    81 PERRY ST                 ,     M                       ,,
8/4/2014,    12:15     ,    350 MOTOR PKWY              ,    HAUPPAGUE LI             ,,
8/4/2014,    20:49     ,    767 FIFTH AV                ,     M                       ,,
8/4/2014,    21:30     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    14:10     ,    2811 QUEENS PZ N            ,     QU                      ,,
8/4/2014,    16:40     ,    7 E 53RD ST                 ,     M                       ,,
8/4/2014,    19:37     ,    399 PARK AV                 ,     M                       ,,
8/4/2014,    20:46     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    10:15     ,    200 CENTRAL PARK S          ,     M                       ,,
8/4/2014,    12:45     ,    6 W 77TH ST                 ,     M                       ,,
8/4/2014,    16:10     ,    4209 28TH ST                ,     QU                      ,,
8/4/2014,    18:40     ,    125 BARCLAY ST              ,     M                       ,,
8/4/2014,    20:56     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    22:09     ,    757 THIRD AV                ,     M                       ,,
8/4/2014,    15:10     ,    888 SEVENTH AV              ,     M                       ,,
8/4/2014,    20:45     ,                                ,     JFK                     ,,
8/4/2014,    21:58     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    20:25     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    21:10     ,    870 SEVENTH AV              ,     M                       ,,
8/4/2014,    10:35     ,                                ,     JFK                     ,,
8/4/2014,    13:15     ,    1273 FIRST AV               ,     M                       ,,
8/4/2014,    15:21     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    16:10     ,    700 W 55TH ST               ,     M                       ,,
8/4/2014,    03:26     ,    910 BELVIDERE AVE           ,    PLAINFIELD NJ            ,,
8/4/2014,    06:40     ,    142 SUFFOLK ST              ,     M                       ,,
8/4/2014,    08:00     ,    2548 CONEY ISLAND AV        ,     BK                      ,,
8/4/2014,    14:58     ,    809 UNITED NATIONS PZ       ,     M                       ,,
8/4/2014,    14:55     ,    381 PARK AV S               ,     M                       ,,
8/4/2014,    19:40     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    21:35     ,                                ,     NWK                     ,,
8/4/2014,    23:50     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    04:00     ,    130 VANDALIA AV             ,     BK                      ,,
8/4/2014,    05:43     ,    6030 MAURICE AV             ,     QU                      ,,
8/4/2014,    06:15     ,    110 ASTORIA BL              ,     QU                      ,,
8/4/2014,    06:50     ,    9941 63RD DR                ,     QU                      ,,
8/4/2014,    08:40     ,    484 W 43RD ST               ,     M                       ,,
8/4/2014,    10:10     ,    9018 69TH AV                ,     QU                      ,,
8/4/2014,    13:10     ,    909 THIRD AV                ,     M                       ,,
8/4/2014,    15:40     ,    250 E 54TH ST               ,     M                       ,,
8/4/2014,    19:48     ,     SEVENTH AV                 ,     M                       ,,
8/4/2014,    21:49     ,    1 STATE ST PZ               ,     M                       ,,
8/4/2014,    10:40     ,                                ,     LAG                     ,,
8/4/2014,    14:55     ,    245 PARK AV                 ,     M                       ,,
8/4/2014,    08:15     ,    117 E 57TH ST               ,     M                       ,,
8/4/2014,    10:10     ,    520 MADISON ON 53RD ST      ,     M                       ,,
8/4/2014,    17:15     ,                                ,     LAG                     ,,
8/4/2014,    20:36     ,    517 LEXINGTON AV            ,     M                       ,,
8/4/2014,    01:15     ,     PENN STATION               ,     M                       ,,
8/4/2014,    04:50     ,    6 CROSSLAND PL              ,    NORWALK CT               ,,
8/4/2014,    23:38     ,                                ,     JFK                     ,,
8/4/2014,    07:55     ,    866 THIRD AV                ,     M                       ,,
8/4/2014,    08:30     ,    185 E 85TH ST               ,     M                       ,,
8/4/2014,    09:40     ,    86 BROADWAY                 ,     M                       ,,
8/4/2014,    15:17     ,    100 CHURCH ST               ,     M                       ,,
8/4/2014,    16:36     ,    8 W 40TH ST                 ,     M                       ,,
8/4/2014,    18:13     ,    200 VESEY ST                ,     M                       ,,
8/4/2014,    21:12     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    21:39     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    22:02     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    22:57     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    15:48     ,    525 E 68TH ST               ,     M                       ,,
8/4/2014,    16:19     ,    423 E 23RD ST               ,     M                       ,,
8/4/2014,    19:14     ,    101 CAUSEWAY                ,    LAWRENCE LI              ,,
